OrderDetailKey,OrderHeaderKey,CustomerKey,ProductKey,FacilityKey,TransactionDate,BillDate,,,,
2790,297,4,903,8,4/8/2022,4/20/2023,,,,
2791,108,16,459,8,4/8/2022,10/12/2022,,,,
2792,106,7,239,1,4/8/2022,10/10/2022,,,,
2793,121,9,82,8,4/8/2022,10/25/2022,,,,
2794,174,2,654,4,4/8/2022,12/17/2022,,,,
2795,54,13,771,4,4/8/2022,8/19/2022,,,,
2796,176,1,975,5,4/8/2022,12/19/2022,,,,
2797,305,3,534,9,4/8/2022,4/28/2023,,,,
2798,121,5,814,2,4/8/2022,10/25/2022,,,,
2799,21,10,367,8,4/8/2022,7/17/2022,,,,
2800,305,13,554,1,4/8/2022,4/28/2023,,,,
2801,275,5,459,10,4/8/2022,3/29/2023,,,,
2802,19,15,414,4,4/8/2022,7/15/2022,,,,
2803,64,12,180,3,4/8/2022,8/29/2022,,,,
2804,68,15,33,9,4/8/2022,9/2/2022,,,,
2805,92,2,159,6,4/8/2022,9/26/2022,,,,
2806,321,18,342,7,4/8/2022,5/15/2023,,,,
2807,221,3,698,10,4/8/2022,2/2/2023,,,,
2808,233,2,454,1,4/8/2022,2/14/2023,,,,
2809,362,17,795,8,4/8/2022,6/25/2023,,,,
2810,134,20,145,10,4/8/2022,11/7/2022,,,,
2811,272,18,289,3,4/8/2022,3/26/2023,,,,
2812,327,4,788,8,4/8/2022,5/21/2023,,,,
2813,290,18,410,2,4/8/2022,4/13/2023,,,,
2814,122,5,405,10,4/10/2022,10/26/2022,,,,
2815,295,12,413,8,4/10/2022,4/18/2023,,,,
2816,121,17,58,6,4/10/2022,10/25/2022,,,,
2817,126,14,630,8,4/10/2022,10/30/2022,,,,
2818,220,14,692,1,4/11/2022,2/1/2023,,,,
2819,113,15,152,9,4/11/2022,10/17/2022,,,,
2820,113,12,944,5,4/11/2022,10/17/2022,,,,
2821,113,9,926,4,4/11/2022,10/17/2022,,,,
2822,94,2,979,9,4/11/2022,9/28/2022,,,,
2823,113,13,92,8,4/11/2022,10/17/2022,,,,
2824,168,6,113,3,4/11/2022,12/11/2022,,,,
2825,617,16,345,1,4/11/2022,3/6/2024,,,,
2826,324,19,804,9,4/11/2022,5/18/2023,,,,
2827,309,18,252,4,4/11/2022,5/3/2023,,,,
2828,349,18,215,6,4/11/2022,6/12/2023,,,,
2829,398,15,61,9,4/11/2022,7/31/2023,,,,
2830,51,5,451,1,4/11/2022,8/16/2022,,,,
2831,994,13,635,6,4/11/2022,3/30/2025,,,,
2832,614,4,388,3,4/11/2022,3/3/2024,,,,
2833,398,3,533,3,4/11/2022,7/31/2023,,,,
2834,614,10,361,1,4/11/2022,3/3/2024,,,,
2835,248,20,375,8,4/11/2022,3/2/2023,,,,
2836,579,8,830,5,4/11/2022,1/28/2024,,,,
2837,517,1,705,9,4/11/2022,11/27/2023,,,,
2838,337,19,259,6,4/11/2022,5/31/2023,,,,
2839,246,5,748,1,4/11/2022,2/28/2023,,,,
2840,115,20,232,4,4/11/2022,10/19/2022,,,,
2841,50,10,798,2,4/11/2022,8/15/2022,,,,
2842,344,9,536,1,4/11/2022,6/7/2023,,,,
2843,81,6,410,2,4/11/2022,9/15/2022,,,,
2844,77,13,403,4,4/11/2022,9/11/2022,,,,
2845,29,11,454,4,4/11/2022,7/25/2022,,,,
2846,233,9,397,8,4/11/2022,2/14/2023,,,,
2847,173,9,835,8,4/11/2022,12/16/2022,,,,
2848,187,10,7,5,4/11/2022,12/30/2022,,,,
2849,246,7,270,8,4/11/2022,2/28/2023,,,,
2850,103,3,229,10,4/11/2022,10/7/2022,,,,
2851,152,11,323,6,4/11/2022,11/25/2022,,,,
2852,76,20,951,5,4/11/2022,9/10/2022,,,,
2853,96,8,331,10,4/11/2022,9/30/2022,,,,
2854,79,9,946,4,4/11/2022,9/13/2022,,,,
2855,55,4,619,6,4/11/2022,8/20/2022,,,,
2856,81,9,390,3,4/11/2022,9/15/2022,,,,
2857,148,8,261,3,4/11/2022,11/21/2022,,,,
2858,150,16,454,3,4/11/2022,11/23/2022,,,,
2859,70,20,566,7,4/11/2022,9/4/2022,,,,
2860,86,17,949,3,4/11/2022,9/20/2022,,,,
2861,103,13,671,6,4/11/2022,10/7/2022,,,,
2862,166,15,104,9,4/12/2022,12/9/2022,,,,
2863,137,3,856,10,4/12/2022,11/10/2022,,,,
2864,529,2,324,10,4/12/2022,12/9/2023,,,,
2865,178,20,863,7,4/12/2022,12/21/2022,,,,
2866,178,6,306,1,4/12/2022,12/21/2022,,,,
2867,108,12,724,3,4/12/2022,10/12/2022,,,,
2868,106,6,493,4,4/12/2022,10/10/2022,,,,
2869,163,6,124,4,4/12/2022,12/6/2022,,,,
2870,161,2,605,9,4/12/2022,12/4/2022,,,,
2871,264,15,919,10,4/12/2022,3/18/2023,,,,
2872,264,7,156,1,4/12/2022,3/18/2023,,,,
2873,214,1,145,5,4/12/2022,1/26/2023,,,,
2874,264,17,513,2,4/12/2022,3/18/2023,,,,
2875,19,1,610,1,4/12/2022,7/15/2022,,,,
2876,114,20,15,2,4/12/2022,10/18/2022,,,,
2877,120,13,581,10,4/12/2022,10/24/2022,,,,
2878,289,11,371,5,4/12/2022,4/12/2023,,,,
2879,198,2,586,5,4/12/2022,1/10/2023,,,,
2880,195,17,873,9,4/12/2022,1/7/2023,,,,
2881,166,9,99,5,4/12/2022,12/9/2022,,,,
2882,214,2,65,5,4/12/2022,1/26/2023,,,,
2883,264,15,432,4,4/12/2022,3/18/2023,,,,
2884,44,3,665,7,4/12/2022,8/9/2022,,,,
2885,245,17,931,6,4/12/2022,2/27/2023,,,,
2886,109,1,509,1,4/12/2022,10/13/2022,,,,
2887,151,16,268,8,4/12/2022,11/24/2022,,,,
2888,139,13,593,10,4/12/2022,11/12/2022,,,,
2889,151,3,828,1,4/12/2022,11/24/2022,,,,
2890,278,3,364,2,4/12/2022,4/1/2023,,,,
2891,184,1,298,4,4/12/2022,12/27/2022,,,,
2892,542,14,156,10,4/13/2022,12/22/2023,,,,
2893,137,6,122,5,4/13/2022,11/10/2022,,,,
2894,346,18,326,10,4/13/2022,6/9/2023,,,,
2895,535,8,972,5,4/13/2022,12/15/2023,,,,
2896,67,14,568,5,4/13/2022,9/1/2022,,,,
2897,323,18,390,5,4/13/2022,5/17/2023,,,,
2898,255,19,870,2,4/13/2022,3/9/2023,,,,
2899,261,18,878,10,4/13/2022,3/15/2023,,,,
2900,172,10,924,4,4/13/2022,12/15/2022,,,,
2901,130,12,345,1,4/13/2022,11/3/2022,,,,
2902,105,7,676,4,4/13/2022,10/9/2022,,,,
2903,10,4,675,3,4/13/2022,7/6/2022,,,,
2904,75,16,811,3,4/13/2022,9/9/2022,,,,
2905,9,10,396,8,4/13/2022,7/5/2022,,,,
2906,105,1,570,10,4/13/2022,10/9/2022,,,,
2907,105,20,848,8,4/13/2022,10/9/2022,,,,
2908,142,7,654,6,4/13/2022,11/15/2022,,,,
2909,124,7,318,6,4/13/2022,10/28/2022,,,,
2910,219,15,938,2,4/13/2022,1/31/2023,,,,
2911,306,18,846,3,4/13/2022,4/30/2023,,,,
2912,18,14,991,2,4/13/2022,7/14/2022,,,,
2913,66,10,271,1,4/13/2022,8/31/2022,,,,
2914,18,12,831,4,4/13/2022,7/14/2022,,,,
2915,173,19,571,3,4/13/2022,12/16/2022,,,,
2916,118,1,330,6,4/13/2022,10/22/2022,,,,
2917,178,11,693,1,4/13/2022,12/21/2022,,,,
2918,65,20,709,1,4/13/2022,8/30/2022,,,,
2919,96,13,306,6,4/13/2022,9/30/2022,,,,
2920,75,14,709,3,4/13/2022,9/9/2022,,,,
2921,176,13,521,5,4/13/2022,12/19/2022,,,,
2922,195,16,536,2,4/13/2022,1/7/2023,,,,
2923,175,3,954,8,4/13/2022,12/18/2022,,,,
2924,386,7,51,5,4/13/2022,7/19/2023,,,,
2925,205,12,633,10,4/13/2022,1/17/2023,,,,
2926,412,8,718,3,4/13/2022,8/14/2023,,,,
2927,391,10,11,10,4/13/2022,7/24/2023,,,,
2928,175,7,535,7,4/13/2022,12/18/2022,,,,
2929,245,5,293,1,4/13/2022,2/27/2023,,,,
2930,130,5,859,9,4/13/2022,11/3/2022,,,,
2931,81,2,260,4,4/13/2022,9/15/2022,,,,
2932,75,16,453,4,4/13/2022,9/9/2022,,,,
2933,75,10,568,9,4/13/2022,9/9/2022,,,,
2934,277,9,953,5,4/13/2022,3/31/2023,,,,
2935,270,11,504,7,4/13/2022,3/24/2023,,,,
2936,262,11,683,2,4/13/2022,3/16/2023,,,,
2937,292,6,439,5,4/13/2022,4/15/2023,,,,
2938,282,15,990,10,4/13/2022,4/5/2023,,,,
2939,133,6,995,5,4/13/2022,11/6/2022,,,,
2940,107,7,324,9,4/13/2022,10/11/2022,,,,
2941,418,9,987,8,4/13/2022,8/20/2023,,,,
2942,47,7,507,6,4/13/2022,8/12/2022,,,,
2943,394,18,498,6,4/13/2022,7/27/2023,,,,
2944,252,8,162,5,4/13/2022,3/6/2023,,,,
2945,58,4,792,3,4/13/2022,8/23/2022,,,,
2946,305,20,538,6,4/13/2022,4/28/2023,,,,
2947,74,14,825,2,4/13/2022,9/8/2022,,,,
2948,242,4,890,4,4/13/2022,2/24/2023,,,,
2949,246,5,97,10,4/13/2022,2/28/2023,,,,
2950,136,14,903,9,4/13/2022,11/9/2022,,,,
2951,418,14,97,1,4/13/2022,8/20/2023,,,,
2952,140,9,540,6,4/13/2022,11/13/2022,,,,
2953,125,8,648,5,4/13/2022,10/29/2022,,,,
2954,308,20,83,1,4/13/2022,5/2/2023,,,,
2955,370,15,618,2,4/13/2022,7/3/2023,,,,
2956,59,4,799,3,4/13/2022,8/24/2022,,,,
2957,198,18,711,8,4/13/2022,1/10/2023,,,,
2958,64,2,794,1,4/13/2022,8/29/2022,,,,
2959,271,9,811,1,4/13/2022,3/25/2023,,,,
2960,293,9,631,9,4/13/2022,4/16/2023,,,,
2961,221,18,113,10,4/13/2022,2/2/2023,,,,
2962,218,7,48,7,4/13/2022,1/30/2023,,,,
2963,199,10,867,1,4/13/2022,1/11/2023,,,,
2964,96,6,353,1,4/17/2022,9/30/2022,,,,
2965,145,9,728,3,4/17/2022,11/18/2022,,,,
2966,80,19,930,4,4/18/2022,9/14/2022,,,,
2967,110,7,812,8,4/18/2022,10/14/2022,,,,
2968,230,18,55,1,4/18/2022,2/11/2023,,,,
2969,283,1,616,7,4/18/2022,4/6/2023,,,,
2970,133,11,289,6,4/18/2022,11/6/2022,,,,
2971,172,16,553,7,4/18/2022,12/15/2022,,,,
2972,233,14,345,1,4/18/2022,2/14/2023,,,,
2973,170,13,829,6,4/18/2022,12/13/2022,,,,
2974,77,8,928,4,4/18/2022,9/11/2022,,,,
2975,77,8,271,9,4/18/2022,9/11/2022,,,,
2976,166,6,767,1,4/19/2022,12/9/2022,,,,
2977,200,15,765,6,4/19/2022,1/12/2023,,,,
2978,81,2,194,7,4/19/2022,9/15/2022,,,,
2979,81,11,584,7,4/19/2022,9/15/2022,,,,
2980,396,20,702,3,4/20/2022,7/29/2023,,,,
2981,350,6,579,6,4/20/2022,6/13/2023,,,,
2982,522,18,856,3,4/20/2022,12/2/2023,,,,
2983,418,14,69,3,4/20/2022,8/20/2023,,,,
2984,761,20,341,2,4/20/2022,7/31/2024,,,,
2985,75,7,385,4,4/20/2022,9/9/2022,,,,
2986,345,3,804,9,4/22/2022,6/8/2023,,,,
2987,96,4,670,8,4/22/2022,9/30/2022,,,,
2988,122,14,865,6,4/25/2022,10/26/2022,,,,
2989,103,10,76,4,4/25/2022,10/7/2022,,,,
2990,531,15,852,7,4/26/2022,12/11/2023,,,,
2991,83,15,545,1,4/26/2022,9/17/2022,,,,
2992,83,2,943,3,4/26/2022,9/17/2022,,,,
2993,279,20,500,5,5/2/2022,4/2/2023,,,,
2994,306,13,154,2,5/3/2022,4/30/2023,,,,
2995,123,19,337,9,5/4/2022,10/27/2022,,,,
2996,466,19,758,5,5/4/2022,10/7/2023,,,,
2997,466,14,393,1,5/4/2022,10/7/2023,,,,
2998,234,3,372,9,5/4/2022,2/15/2023,,,,
2999,45,6,129,9,5/5/2022,8/10/2022,,,,
3000,152,15,972,4,5/9/2022,11/25/2022,,,,
3001,138,1,673,2,5/10/2022,11/11/2022,,,,
3002,261,20,777,1,5/10/2022,3/15/2023,,,,
3003,139,12,806,7,5/10/2022,11/12/2022,,,,
3004,141,3,691,3,5/10/2022,11/14/2022,,,,
3005,217,8,130,1,5/12/2022,1/29/2023,,,,
3006,271,4,710,4,5/12/2022,3/25/2023,,,,
3007,300,17,721,10,5/12/2022,4/23/2023,,,,
3008,276,18,506,1,5/12/2022,3/30/2023,,,,
3009,154,13,767,9,5/12/2022,11/27/2022,,,,
3010,244,8,620,3,5/12/2022,2/26/2023,,,,
3011,154,4,436,7,5/12/2022,11/27/2022,,,,
3012,528,1,730,8,5/12/2022,12/8/2023,,,,
3013,337,10,633,3,5/12/2022,5/31/2023,,,,
3014,166,11,991,5,5/16/2022,12/9/2022,,,,
3015,198,18,736,4,5/16/2022,1/10/2023,,,,
3016,102,10,460,10,5/16/2022,10/6/2022,,,,
3017,199,9,933,8,5/17/2022,1/11/2023,,,,
3018,258,15,832,6,5/17/2022,3/12/2023,,,,
3019,116,6,590,5,5/17/2022,10/20/2022,,,,
3020,163,7,48,10,5/18/2022,12/6/2022,,,,
3021,230,20,972,2,5/18/2022,2/11/2023,,,,
3022,230,14,228,4,5/18/2022,2/11/2023,,,,
3023,230,2,70,5,5/18/2022,2/11/2023,,,,
3024,463,17,430,7,5/18/2022,10/4/2023,,,,
3025,408,14,193,4,5/18/2022,8/10/2023,,,,
3026,205,8,523,9,5/18/2022,1/17/2023,,,,
3027,211,2,22,4,5/18/2022,1/23/2023,,,,
3028,68,2,633,5,5/18/2022,9/2/2022,,,,
3029,261,1,179,9,5/18/2022,3/15/2023,,,,
3030,283,16,703,1,5/18/2022,4/6/2023,,,,
3031,224,1,129,6,5/18/2022,2/5/2023,,,,
3032,163,13,3,6,5/18/2022,12/6/2022,,,,
3033,109,18,865,9,5/18/2022,10/13/2022,,,,
3034,224,6,103,4,5/18/2022,2/5/2023,,,,
3035,219,13,697,7,5/18/2022,1/31/2023,,,,
3036,319,5,713,6,5/19/2022,5/13/2023,,,,
3037,260,17,74,9,5/19/2022,3/14/2023,,,,
3038,379,8,986,1,5/19/2022,7/12/2023,,,,
3039,260,19,913,6,5/19/2022,3/14/2023,,,,
3040,260,7,846,8,5/19/2022,3/14/2023,,,,
3041,281,14,339,3,5/19/2022,4/4/2023,,,,
3042,260,1,858,1,5/19/2022,3/14/2023,,,,
3043,405,1,24,3,5/19/2022,8/7/2023,,,,
3044,169,9,82,5,5/19/2022,12/12/2022,,,,
3045,290,18,263,4,5/19/2022,4/13/2023,,,,
3046,229,11,752,7,5/19/2022,2/10/2023,,,,
3047,280,11,923,6,5/19/2022,4/3/2023,,,,
3048,260,14,478,1,5/19/2022,3/14/2023,,,,
3049,266,13,7,7,5/19/2022,3/20/2023,,,,
3050,252,9,805,5,5/19/2022,3/6/2023,,,,
3051,149,1,746,2,5/19/2022,11/22/2022,,,,
3052,275,17,340,9,5/19/2022,3/29/2023,,,,
3053,221,8,864,5,5/19/2022,2/2/2023,,,,
3054,206,2,857,10,5/19/2022,1/18/2023,,,,
3055,278,2,960,10,5/19/2022,4/1/2023,,,,
3056,205,18,682,2,5/19/2022,1/17/2023,,,,
3057,207,16,403,1,5/19/2022,1/19/2023,,,,
3058,274,9,220,5,5/19/2022,3/28/2023,,,,
3059,449,19,681,10,5/19/2022,9/20/2023,,,,
3060,426,18,159,7,5/19/2022,8/28/2023,,,,
3061,339,4,237,5,5/20/2022,6/2/2023,,,,
3062,203,8,652,9,5/20/2022,1/15/2023,,,,
3063,52,11,190,9,5/20/2022,8/17/2022,,,,
3064,112,20,86,5,5/20/2022,10/16/2022,,,,
3065,261,14,614,6,5/20/2022,3/15/2023,,,,
3066,159,11,307,1,5/20/2022,12/2/2022,,,,
3067,318,10,458,8,5/20/2022,5/12/2023,,,,
3068,261,1,124,8,5/20/2022,3/15/2023,,,,
3069,276,2,814,8,5/20/2022,3/30/2023,,,,
3070,172,19,573,9,5/20/2022,12/15/2022,,,,
3071,102,9,346,8,5/20/2022,10/6/2022,,,,
3072,228,15,187,5,5/20/2022,2/9/2023,,,,
3073,169,3,153,10,5/20/2022,12/12/2022,,,,
3074,107,19,2,6,5/20/2022,10/11/2022,,,,
3075,108,3,286,5,5/20/2022,10/12/2022,,,,
3076,183,8,429,9,5/20/2022,12/26/2022,,,,
3077,273,19,141,2,5/20/2022,3/27/2023,,,,
3078,162,2,892,3,5/20/2022,12/5/2022,,,,
3079,106,6,68,7,5/20/2022,10/10/2022,,,,
3080,252,8,795,4,5/20/2022,3/6/2023,,,,
3081,334,10,965,1,5/21/2022,5/28/2023,,,,
3082,259,20,88,7,5/23/2022,3/13/2023,,,,
3083,792,20,362,7,5/23/2022,9/1/2024,,,,
3084,391,1,30,7,5/23/2022,7/24/2023,,,,
3085,391,16,817,10,5/23/2022,7/24/2023,,,,
3086,384,14,130,9,5/23/2022,7/17/2023,,,,
3087,266,8,343,7,5/23/2022,3/20/2023,,,,
3088,391,4,781,9,5/23/2022,7/24/2023,,,,
3089,551,1,213,5,5/23/2022,12/31/2023,,,,
3090,391,12,385,10,5/23/2022,7/24/2023,,,,
3091,468,16,109,5,5/23/2022,10/9/2023,,,,
3092,113,13,55,8,5/23/2022,10/17/2022,,,,
3093,224,14,545,9,5/23/2022,2/5/2023,,,,
3094,535,16,634,1,5/23/2022,12/15/2023,,,,
3095,162,15,891,2,5/23/2022,12/5/2022,,,,
3096,166,14,388,4,5/23/2022,12/9/2022,,,,
3097,382,9,604,2,5/23/2022,7/15/2023,,,,
3098,281,17,25,1,5/23/2022,4/4/2023,,,,
3099,85,20,252,7,5/23/2022,9/19/2022,,,,
3100,251,3,354,3,5/23/2022,3/5/2023,,,,
3101,251,12,434,2,5/23/2022,3/5/2023,,,,
3102,134,9,802,6,5/23/2022,11/7/2022,,,,
3103,236,8,520,5,5/24/2022,2/17/2023,,,,
3104,132,18,753,8,5/24/2022,11/5/2022,,,,
3105,236,15,677,1,5/24/2022,2/17/2023,,,,
3106,86,16,722,3,5/24/2022,9/20/2022,,,,
3107,138,2,134,6,5/24/2022,11/11/2022,,,,
3108,138,15,312,1,5/24/2022,11/11/2022,,,,
3109,269,18,274,6,5/24/2022,3/23/2023,,,,
3110,422,7,249,6,5/24/2022,8/24/2023,,,,
3111,265,12,794,3,5/24/2022,3/19/2023,,,,
3112,236,17,545,5,5/24/2022,2/17/2023,,,,
3113,249,18,120,7,5/24/2022,3/3/2023,,,,
3114,250,6,115,1,5/24/2022,3/4/2023,,,,
3115,250,15,954,3,5/24/2022,3/4/2023,,,,
3116,338,12,69,6,5/24/2022,6/1/2023,,,,
3117,212,16,663,2,5/24/2022,1/24/2023,,,,
3118,344,3,340,2,5/24/2022,6/7/2023,,,,
3119,183,19,708,5,5/24/2022,12/26/2022,,,,
3120,173,1,13,2,5/24/2022,12/16/2022,,,,
3121,212,3,796,3,5/24/2022,1/24/2023,,,,
3122,162,15,239,2,5/24/2022,12/5/2022,,,,
3123,208,20,214,2,5/24/2022,1/20/2023,,,,
3124,168,14,769,3,5/24/2022,12/11/2022,,,,
3125,249,9,780,2,5/24/2022,3/3/2023,,,,
3126,378,20,462,10,5/25/2022,7/11/2023,,,,
3127,102,9,594,10,5/25/2022,10/6/2022,,,,
3128,284,8,3,6,5/25/2022,4/7/2023,,,,
3129,422,10,282,7,5/25/2022,8/24/2023,,,,
3130,302,7,820,9,5/25/2022,4/25/2023,,,,
3131,352,17,585,6,5/25/2022,6/15/2023,,,,
3132,352,6,356,6,5/25/2022,6/15/2023,,,,
3133,236,1,231,5,5/25/2022,2/17/2023,,,,
3134,299,7,563,8,5/25/2022,4/22/2023,,,,
3135,287,3,80,9,5/25/2022,4/10/2023,,,,
3136,497,3,245,2,5/25/2022,11/7/2023,,,,
3137,329,19,985,3,5/25/2022,5/23/2023,,,,
3138,292,16,36,9,5/25/2022,4/15/2023,,,,
3139,551,17,630,6,5/25/2022,12/31/2023,,,,
3140,429,15,373,9,5/25/2022,8/31/2023,,,,
3141,211,18,281,3,5/25/2022,1/23/2023,,,,
3142,398,6,947,1,5/25/2022,7/31/2023,,,,
3143,166,15,164,10,5/25/2022,12/9/2022,,,,
3144,349,2,519,6,5/25/2022,6/12/2023,,,,
3145,303,1,300,9,5/26/2022,4/26/2023,,,,
3146,535,6,911,1,5/26/2022,12/15/2023,,,,
3147,120,19,509,6,5/26/2022,10/24/2022,,,,
3148,155,20,186,2,5/26/2022,11/28/2022,,,,
3149,290,13,440,6,5/26/2022,4/13/2023,,,,
3150,58,12,824,8,5/26/2022,8/23/2022,,,,
3151,15,15,267,6,5/26/2022,7/11/2022,,,,
3152,178,14,828,9,5/26/2022,12/21/2022,,,,
3153,324,17,148,6,5/26/2022,5/18/2023,,,,
3154,49,4,90,2,5/26/2022,8/14/2022,,,,
3155,302,16,326,10,5/26/2022,4/25/2023,,,,
3156,190,9,624,4,5/26/2022,1/2/2023,,,,
3157,538,17,215,6,5/26/2022,12/18/2023,,,,
3158,156,11,723,1,5/26/2022,11/29/2022,,,,
3159,113,18,159,4,5/26/2022,10/17/2022,,,,
3160,370,14,306,5,5/26/2022,7/3/2023,,,,
3161,143,7,970,1,5/26/2022,11/16/2022,,,,
3162,179,6,373,1,5/26/2022,12/22/2022,,,,
3163,149,9,597,2,5/27/2022,11/22/2022,,,,
3164,47,2,254,1,5/27/2022,8/12/2022,,,,
3165,149,17,377,7,5/27/2022,11/22/2022,,,,
3166,149,3,607,3,5/27/2022,11/22/2022,,,,
3167,293,8,806,7,5/27/2022,4/16/2023,,,,
3168,347,17,37,10,5/27/2022,6/10/2023,,,,
3169,89,14,750,9,5/27/2022,9/23/2022,,,,
3170,122,1,577,8,5/27/2022,10/26/2022,,,,
3171,24,15,112,5,5/27/2022,7/20/2022,,,,
3172,510,20,511,4,5/27/2022,11/20/2023,,,,
3173,179,8,965,10,5/27/2022,12/22/2022,,,,
3174,248,18,277,5,5/27/2022,3/2/2023,,,,
3175,315,9,177,9,5/27/2022,5/9/2023,,,,
3176,636,14,963,1,5/30/2022,3/25/2024,,,,
3177,382,11,831,10,5/30/2022,7/15/2023,,,,
3178,274,13,736,5,5/30/2022,3/28/2023,,,,
3179,261,5,333,8,5/30/2022,3/15/2023,,,,
3180,96,10,842,1,5/30/2022,9/30/2022,,,,
3181,96,3,944,5,5/30/2022,9/30/2022,,,,
3182,320,5,336,6,5/31/2022,5/14/2023,,,,
3183,235,20,66,4,5/31/2022,2/16/2023,,,,
3184,274,16,392,9,5/31/2022,3/28/2023,,,,
3185,127,18,594,6,5/31/2022,10/31/2022,,,,
3186,197,17,123,8,5/31/2022,1/9/2023,,,,
3187,184,9,84,8,5/31/2022,12/27/2022,,,,
3188,155,1,924,2,5/31/2022,11/28/2022,,,,
3189,75,7,634,5,5/31/2022,9/9/2022,,,,
3190,162,19,766,8,6/1/2022,12/5/2022,,,,
3191,154,17,478,8,6/1/2022,11/27/2022,,,,
3192,538,14,884,4,6/1/2022,12/18/2023,,,,
3193,232,14,670,10,6/1/2022,2/13/2023,,,,
3194,154,13,259,3,6/1/2022,11/27/2022,,,,
3195,298,7,386,10,6/1/2022,4/21/2023,,,,
3196,332,16,321,5,6/2/2022,5/26/2023,,,,
3197,248,8,38,9,6/2/2022,3/2/2023,,,,
3198,249,13,21,8,6/2/2022,3/3/2023,,,,
3199,338,18,754,6,6/2/2022,6/1/2023,,,,
3200,261,16,534,3,6/2/2022,3/15/2023,,,,
3201,292,15,437,1,6/2/2022,4/15/2023,,,,
3202,253,12,57,10,6/2/2022,3/7/2023,,,,
3203,199,15,627,3,6/2/2022,1/11/2023,,,,
3204,203,5,120,10,6/2/2022,1/15/2023,,,,
3205,509,3,440,6,6/3/2022,11/19/2023,,,,
3206,305,11,357,10,6/3/2022,4/28/2023,,,,
3207,260,15,960,5,6/3/2022,3/14/2023,,,,
3208,484,20,504,5,6/3/2022,10/25/2023,,,,
3209,282,3,268,3,6/3/2022,4/5/2023,,,,
3210,163,16,274,4,6/3/2022,12/6/2022,,,,
3211,184,4,759,5,6/3/2022,12/27/2022,,,,
3212,275,15,976,2,6/3/2022,3/29/2023,,,,
3213,255,14,111,1,6/3/2022,3/9/2023,,,,
3214,240,6,290,1,6/3/2022,2/21/2023,,,,
3215,217,4,120,7,6/3/2022,1/29/2023,,,,
3216,157,16,693,3,6/5/2022,11/30/2022,,,,
3217,306,1,55,4,6/5/2022,4/30/2023,,,,
3218,518,7,189,7,6/5/2022,11/28/2023,,,,
3219,568,15,5,10,6/5/2022,1/17/2024,,,,
3220,181,15,581,1,6/5/2022,12/24/2022,,,,
3221,292,5,523,3,6/5/2022,4/15/2023,,,,
3222,292,8,294,1,6/5/2022,4/15/2023,,,,
3223,189,8,380,7,6/6/2022,1/1/2023,,,,
3224,261,14,982,9,6/6/2022,3/15/2023,,,,
3225,336,7,741,10,6/6/2022,5/30/2023,,,,
3226,99,12,202,2,6/6/2022,10/3/2022,,,,
3227,636,16,853,6,6/6/2022,3/25/2024,,,,
3228,473,10,684,8,6/6/2022,10/14/2023,,,,
3229,636,20,445,1,6/6/2022,3/25/2024,,,,
3230,27,1,189,2,6/6/2022,7/23/2022,,,,
3231,208,11,102,9,6/6/2022,1/20/2023,,,,
3232,46,4,42,1,6/6/2022,8/11/2022,,,,
3233,10,18,630,2,6/6/2022,7/6/2022,,,,
3234,266,18,860,4,6/6/2022,3/20/2023,,,,
3235,160,5,48,4,6/6/2022,12/3/2022,,,,
3236,292,14,442,8,6/6/2022,4/15/2023,,,,
3237,145,3,698,8,6/6/2022,11/18/2022,,,,
3238,263,3,915,6,6/6/2022,3/17/2023,,,,
3239,194,14,475,6,6/6/2022,1/6/2023,,,,
3240,172,7,928,5,6/6/2022,12/15/2022,,,,
3241,254,7,49,4,6/6/2022,3/8/2023,,,,
3242,166,2,49,8,6/7/2022,12/9/2022,,,,
3243,144,3,265,4,6/7/2022,11/17/2022,,,,
3244,43,1,492,9,6/8/2022,8/8/2022,,,,
3245,295,8,492,3,6/8/2022,4/18/2023,,,,
3246,171,15,496,7,6/8/2022,12/14/2022,,,,
3247,330,6,946,7,6/8/2022,5/24/2023,,,,
3248,294,7,231,5,6/8/2022,4/17/2023,,,,
3249,294,1,300,10,6/8/2022,4/17/2023,,,,
3250,179,17,77,8,6/8/2022,12/22/2022,,,,
3251,157,14,193,10,6/8/2022,11/30/2022,,,,
3252,510,12,525,1,6/8/2022,11/20/2023,,,,
3253,316,3,390,8,6/8/2022,5/10/2023,,,,
3254,30,18,902,10,6/8/2022,7/26/2022,,,,
3255,321,20,742,10,6/8/2022,5/15/2023,,,,
3256,336,9,240,10,6/8/2022,5/30/2023,,,,
3257,288,16,848,8,6/9/2022,4/11/2023,,,,
3258,102,19,382,1,6/9/2022,10/6/2022,,,,
3259,381,7,333,6,6/9/2022,7/14/2023,,,,
3260,398,11,345,4,6/9/2022,7/31/2023,,,,
3261,183,3,795,6,6/9/2022,12/26/2022,,,,
3262,313,9,39,6,6/9/2022,5/7/2023,,,,
3263,352,9,588,9,6/9/2022,6/15/2023,,,,
3264,73,2,26,6,6/10/2022,9/7/2022,,,,
3265,106,14,10,5,6/13/2022,10/10/2022,,,,
3266,420,10,90,4,6/13/2022,8/22/2023,,,,
3267,169,8,878,5,6/13/2022,12/12/2022,,,,
3268,296,8,989,1,6/13/2022,4/19/2023,,,,
3269,344,8,481,9,6/13/2022,6/7/2023,,,,
