CashKey,OrderDetailsKey,DepositCheck,TransactionDate,CollectionPeriod,PaymentAmount
1102,4381,DNSCHECK742,12/24/2022,11/24/2022,1227.1
1103,7346,DNSCHECK565,8/25/2022,7/27/2022,1378.77
1104,1228,DNSCHECK678,9/12/2022,8/16/2022,444.6
1105,507,DNSCHECK547,2/22/2023,1/28/2023,1668.22
1106,569,DNSCHECK412,11/20/2022,10/31/2022,409.92
1107,3701,DNSCHECK780,11/11/2022,10/18/2022,819.36
1108,1167,DNSCHECK738,12/7/2022,11/8/2022,1157.07
1109,8805,DNSCHECK595,10/25/2023,9/26/2023,235.67
1110,7485,DNSCHECK635,12/18/2022,11/27/2022,407.85
1111,5651,DNSCHECK619,9/1/2022,8/9/2022,16.12
1112,4378,DNSCHECK670,12/20/2022,11/28/2022,157.41
1113,7491,DNSCHECK400,8/14/2023,7/24/2023,136.86
1114,4550,DNSCHECK455,12/20/2022,11/24/2022,1081.42
1115,5999,DNSCHECK635,1/17/2023,12/26/2022,1374
1116,8097,DNSCHECK404,10/12/2022,9/19/2022,1316.89
1117,7862,DNSCHECK777,10/20/2023,9/27/2023,170.47
1118,6014,DNSCHECK750,1/28/2025,1/8/2025,822.64
1119,2944,DNSCHECK644,12/28/2022,11/30/2022,969.25
1120,1952,DNSCHECK709,6/25/2024,6/5/2024,211.54
1121,1879,DNSCHECK464,9/22/2023,8/25/2023,907.14
1122,3677,DNSCHECK721,9/30/2022,9/2/2022,517.82
1123,8936,DNSCHECK666,7/15/2023,6/16/2023,1415.19
1124,3100,DNSCHECK729,12/9/2022,11/16/2022,66.4
1125,7035,DNSCHECK411,11/29/2022,11/1/2022,875.23
1126,641,DNSCHECK306,8/11/2023,7/12/2023,342.95
1127,3492,DNSCHECK331,1/6/2023,12/14/2022,400.69
1128,7992,DNSCHECK583,12/16/2022,11/23/2022,1105.16
1129,8537,DNSCHECK588,3/3/2023,2/4/2023,532.65
1130,4874,DNSCHECK728,10/18/2022,9/21/2022,718.7
1131,945,DNSCHECK529,9/30/2022,9/2/2022,1153.18
1132,7986,DNSCHECK708,10/27/2022,9/29/2022,1281.74
1133,6783,DNSCHECK657,1/29/2023,12/31/2022,345.17
1134,2910,DNSCHECK735,11/27/2022,11/5/2022,810.57
1135,3780,DNSCHECK560,12/26/2022,11/28/2022,1006.76
1136,3215,DNSCHECK347,2/11/2024,1/20/2024,220.42
1137,9262,DNSCHECK395,12/4/2023,11/10/2023,1774.92
1138,5473,DNSCHECK315,3/2/2023,2/5/2023,609.69
1139,3188,DNSCHECK702,7/28/2023,7/4/2023,125.79
1140,6308,DNSCHECK709,1/12/2023,12/14/2022,451.99
1141,7169,DNSCHECK665,12/17/2022,11/20/2022,1060.99
1142,1598,DNSCHECK353,3/4/2023,2/6/2023,926.84
1143,9162,DNSCHECK453,11/21/2022,10/27/2022,213.58
1144,5997,DNSCHECK356,12/15/2022,11/19/2022,1030.65
1145,7848,DNSCHECK349,11/2/2022,10/9/2022,473.29
1146,5489,DNSCHECK714,3/22/2023,2/20/2023,1442.76
1147,1408,DNSCHECK334,2/1/2023,1/2/2023,1673.68
1148,8280,DNSCHECK685,9/1/2023,8/7/2023,141.01
1149,7922,DNSCHECK458,12/25/2022,12/1/2022,54.86
1150,6056,DNSCHECK479,1/26/2023,1/4/2023,1216.72
1151,6679,DNSCHECK379,12/1/2022,11/5/2022,561.31
1152,7256,DNSCHECK565,4/23/2023,3/29/2023,1111.13
1153,3270,DNSCHECK740,2/25/2023,1/29/2023,144.87
1154,8359,DNSCHECK761,12/29/2022,12/1/2022,487.8
1155,3221,DNSCHECK682,8/24/2023,8/1/2023,281.71
1156,9203,DNSCHECK389,6/30/2023,5/31/2023,645.59
1157,3499,DNSCHECK694,12/10/2022,11/14/2022,23.16
1158,9209,DNSCHECK632,5/2/2023,4/5/2023,1461.56
1159,450,DNSCHECK514,10/26/2022,10/3/2022,62.27
1160,780,DNSCHECK386,10/8/2022,9/17/2022,349.19
1161,3492,DNSCHECK599,10/8/2022,9/15/2022,1213.65
1162,3955,DNSCHECK608,10/28/2023,10/2/2023,225.28
1163,1717,DNSCHECK451,11/11/2022,10/12/2022,912.3
1164,925,DNSCHECK581,1/8/2023,12/10/2022,546.87
1165,6774,DNSCHECK377,8/5/2023,7/15/2023,113.77
1166,6206,DNSCHECK726,8/16/2022,7/22/2022,697.26
1167,7849,DNSCHECK428,11/18/2022,10/25/2022,963.15
1168,4260,DNSCHECK613,10/25/2022,9/28/2022,24.48
1169,525,DNSCHECK331,1/27/2023,1/3/2023,152.3
1170,1114,DNSCHECK769,3/25/2023,3/3/2023,128.67
1171,5507,DNSCHECK513,4/26/2023,4/4/2023,740.32
1172,1803,DNSCHECK454,3/22/2023,2/22/2023,1417.72
1173,5454,DNSCHECK736,11/27/2022,10/30/2022,687.3
1174,8997,DNSCHECK384,4/3/2023,3/5/2023,18.89
1175,4835,DNSCHECK334,11/27/2022,10/29/2022,659.84
1176,3762,DNSCHECK448,12/22/2022,12/1/2022,1156.26
1177,4866,DNSCHECK675,2/10/2023,1/17/2023,31.97
1178,8123,DNSCHECK772,6/3/2023,5/5/2023,360.48
1179,2409,DNSCHECK545,1/19/2023,12/21/2022,601.48
1180,8399,DNSCHECK422,10/22/2022,9/28/2022,649.17
1181,4882,DNSCHECK336,12/8/2022,11/12/2022,584.85
1182,4115,DNSCHECK541,2/9/2023,1/20/2023,322.67
1183,1932,DNSCHECK529,1/19/2023,12/28/2022,803.63
1184,8926,DNSCHECK502,9/22/2022,8/23/2022,1141.07
1185,2909,DNSCHECK757,10/16/2022,9/21/2022,28.09
1186,552,DNSCHECK656,10/25/2022,9/26/2022,460.95
1187,7587,DNSCHECK686,2/15/2023,1/22/2023,1388.56
1188,7678,DNSCHECK560,8/30/2022,8/4/2022,455.1
1189,3105,DNSCHECK695,1/22/2023,12/28/2022,857.39
1190,2730,DNSCHECK433,11/16/2022,10/26/2022,606.04
1191,7680,DNSCHECK784,2/16/2023,1/18/2023,688.43
1192,7315,DNSCHECK371,8/30/2022,8/2/2022,608.28
1193,7253,DNSCHECK672,1/28/2023,12/30/2022,1025.01
1194,1829,DNSCHECK420,2/20/2023,1/31/2023,1125.58
1195,5011,DNSCHECK672,1/5/2023,12/14/2022,178.83
1196,7840,DNSCHECK401,3/21/2023,2/28/2023,93.43
1197,6380,DNSCHECK701,11/18/2022,10/27/2022,823.61
1198,6062,DNSCHECK690,2/10/2023,1/16/2023,901.94
1199,8876,DNSCHECK791,11/28/2022,11/8/2022,752.74
1200,8,DNSCHECK532,2/28/2023,2/8/2023,422.78
1201,5129,DNSCHECK544,4/8/2023,3/18/2023,125.13
1202,7377,DNSCHECK796,2/8/2023,1/19/2023,329.46
1203,2204,DNSCHECK539,10/21/2022,10/1/2022,88.93
1204,255,DNSCHECK403,10/23/2022,9/23/2022,809.87
1205,8242,DNSCHECK720,11/5/2022,10/8/2022,1201.9
1206,3815,DNSCHECK630,1/18/2023,12/26/2022,1191.05
1207,9247,DNSCHECK720,8/25/2022,7/28/2022,994.33
1208,9681,DNSCHECK709,7/13/2023,6/17/2023,529.37
1209,4721,DNSCHECK658,1/7/2023,12/15/2022,548.04
1210,7765,DNSCHECK745,7/14/2023,6/24/2023,606.8
1211,1450,DNSCHECK353,11/11/2022,10/15/2022,779.97
1212,4404,DNSCHECK675,4/11/2023,3/19/2023,83.88
1213,4797,DNSCHECK711,12/16/2022,11/21/2022,686.79
1214,3323,DNSCHECK355,1/9/2023,12/11/2022,410.09
1215,7408,DNSCHECK506,6/24/2023,6/2/2023,1040.69
1216,9012,DNSCHECK573,12/7/2023,11/14/2023,784.12
1217,182,DNSCHECK651,9/18/2023,8/27/2023,293.53
1218,7627,DNSCHECK591,3/3/2023,2/9/2023,746.52
1219,5558,DNSCHECK351,1/16/2023,12/19/2022,66.1
1220,4157,DNSCHECK498,12/18/2022,11/19/2022,9.51
1221,6771,DNSCHECK724,3/12/2023,2/20/2023,697.64
1222,6892,DNSCHECK547,5/4/2023,4/11/2023,44.52
1223,9601,DNSCHECK665,8/30/2023,8/10/2023,600.98
1224,4396,DNSCHECK497,3/6/2024,2/9/2024,225.83
1225,3903,DNSCHECK713,1/2/2023,12/10/2022,1127.65
1226,7267,DNSCHECK770,11/9/2022,10/15/2022,1397.12
1227,5603,DNSCHECK543,5/22/2023,4/28/2023,1145.36
1228,8253,DNSCHECK597,6/22/2023,5/23/2023,294.34
1229,3930,DNSCHECK568,3/4/2023,2/10/2023,1132.83
1230,6238,DNSCHECK694,1/9/2024,12/17/2023,363.53
1231,3409,DNSCHECK310,10/12/2022,9/16/2022,1373.28
1232,768,DNSCHECK703,4/24/2023,4/3/2023,253.61
1233,9419,DNSCHECK393,12/8/2022,11/14/2022,720.25
1234,2662,DNSCHECK340,12/16/2022,11/19/2022,57.26
1235,2466,DNSCHECK326,1/25/2023,1/4/2023,1074.16
1236,5202,DNSCHECK315,3/15/2023,2/13/2023,77.63
1237,1522,DNSCHECK333,1/10/2024,12/11/2023,76.28
1238,1721,DNSCHECK368,11/3/2022,10/11/2022,767.89
1239,1242,DNSCHECK617,12/28/2022,12/4/2022,103.97
1240,2173,DNSCHECK443,1/30/2023,1/10/2023,208.25
1241,7496,DNSCHECK637,5/28/2023,5/8/2023,1397.62
1242,3081,DNSCHECK552,12/13/2022,11/16/2022,324.21
1243,2076,DNSCHECK387,7/22/2022,6/29/2022,1123.48
1244,3063,DNSCHECK442,2/6/2023,1/17/2023,1375.65
1245,3247,DNSCHECK435,5/12/2023,4/22/2023,516.43
1246,9106,DNSCHECK750,11/24/2022,10/27/2022,481.51
1247,5629,DNSCHECK492,4/9/2023,3/11/2023,639.28
1248,4032,DNSCHECK695,10/13/2022,9/17/2022,625.64
1249,9242,DNSCHECK499,1/31/2023,1/5/2023,173.61
1250,2284,DNSCHECK358,7/5/2023,6/15/2023,1220.56
1251,9705,DNSCHECK637,5/25/2023,5/2/2023,397.98
1252,8330,DNSCHECK745,10/29/2022,10/2/2022,495.03
1253,7459,DNSCHECK750,9/19/2022,8/29/2022,734.24
1254,3730,DNSCHECK645,4/29/2023,4/9/2023,629.21
1255,7370,DNSCHECK651,1/15/2023,12/22/2022,1076.49
1256,2745,DNSCHECK383,7/24/2023,6/24/2023,994.49
1257,2808,DNSCHECK676,2/9/2023,1/18/2023,373.08
1258,7618,DNSCHECK530,12/1/2022,11/7/2022,477.05
1259,121,DNSCHECK560,10/22/2022,9/23/2022,409.48
1260,8835,DNSCHECK613,9/18/2023,8/28/2023,1220.29
1261,4063,DNSCHECK363,4/9/2023,3/11/2023,544.33
1262,1660,DNSCHECK565,4/30/2023,3/31/2023,48.36
1263,6152,DNSCHECK576,1/7/2023,12/14/2022,291.23
1264,1032,DNSCHECK721,3/1/2023,2/6/2023,698.58
1265,578,DNSCHECK466,9/25/2022,8/31/2022,54.54
1266,6411,DNSCHECK433,11/26/2022,10/29/2022,138.57
1267,6588,DNSCHECK714,11/6/2022,10/7/2022,1068.1
1268,5406,DNSCHECK329,11/9/2022,10/20/2022,1085.3
1269,8548,DNSCHECK414,9/5/2022,8/11/2022,97.46
1270,974,DNSCHECK764,11/8/2022,10/11/2022,27.68
1271,4696,DNSCHECK431,10/12/2022,9/18/2022,336.73
1272,3892,DNSCHECK664,12/13/2022,11/18/2022,756.56
1273,4521,DNSCHECK702,9/30/2022,9/6/2022,1582.15
1274,1423,DNSCHECK759,1/8/2023,12/9/2022,628.85
1275,9485,DNSCHECK340,4/14/2023,3/16/2023,1260.43
1276,503,DNSCHECK624,8/11/2022,7/15/2022,553
1277,2235,DNSCHECK314,11/15/2022,10/16/2022,156.04
1278,562,DNSCHECK399,9/23/2022,8/29/2022,970.62
1279,8872,DNSCHECK501,12/1/2022,11/2/2022,454.83
1280,7311,DNSCHECK590,12/21/2022,11/25/2022,720.81
1281,3367,DNSCHECK598,11/27/2022,11/1/2022,495.63
1282,5557,DNSCHECK531,8/15/2022,7/21/2022,847.99
1283,888,DNSCHECK800,12/2/2022,11/12/2022,1238.5
1284,5846,DNSCHECK411,1/4/2023,12/15/2022,123.63
1285,2471,DNSCHECK782,11/28/2022,11/5/2022,556.71
1286,3920,DNSCHECK457,3/12/2024,2/14/2024,631.85
1287,4063,DNSCHECK624,12/17/2022,11/22/2022,157.34
1288,6989,DNSCHECK597,1/7/2023,12/12/2022,277.46
1289,3240,DNSCHECK681,10/31/2022,10/8/2022,210.8
1290,8713,DNSCHECK410,9/28/2022,9/8/2022,165.72
1291,6262,DNSCHECK694,10/14/2022,9/21/2022,479.93
1292,1198,DNSCHECK536,9/3/2022,8/13/2022,499.15
1293,8431,DNSCHECK311,1/26/2023,1/5/2023,711.2
1294,5014,DNSCHECK502,9/26/2023,9/2/2023,126.28
1295,6652,DNSCHECK707,9/11/2022,8/15/2022,1702.15
1296,9399,DNSCHECK393,11/20/2022,10/31/2022,174.46
1297,58,DNSCHECK722,9/28/2022,9/3/2022,208.74
1298,2003,DNSCHECK435,5/25/2023,4/29/2023,351.9
1299,2163,DNSCHECK451,1/3/2023,12/8/2022,312.54
1300,1857,DNSCHECK530,5/19/2023,4/22/2023,1554.05
1301,7151,DNSCHECK336,3/4/2023,2/5/2023,498.39
1302,8344,DNSCHECK341,1/4/2023,12/9/2022,678.86
1303,8008,DNSCHECK680,8/12/2023,7/20/2023,115.49
1304,199,DNSCHECK594,1/8/2023,12/16/2022,1163.55
1305,9167,DNSCHECK339,10/8/2022,9/16/2022,533.83
1306,2437,DNSCHECK789,3/13/2023,2/18/2023,1725.98
1307,6576,DNSCHECK682,10/13/2022,9/22/2022,1113.98
1308,3054,DNSCHECK377,2/19/2023,1/29/2023,768.35
1309,772,DNSCHECK572,2/6/2023,1/13/2023,762.94
1310,6971,DNSCHECK525,2/20/2023,1/30/2023,596.87
1311,4740,DNSCHECK440,6/8/2023,5/17/2023,54.32
1312,8208,DNSCHECK739,1/16/2023,12/17/2022,1682.76
1313,9698,DNSCHECK348,1/4/2023,12/10/2022,1008.94
1314,7190,DNSCHECK493,3/9/2023,2/12/2023,907.93
1315,5408,DNSCHECK532,11/25/2022,10/26/2022,54.54
1316,754,DNSCHECK511,4/9/2023,3/17/2023,1244
1317,6560,DNSCHECK535,1/23/2023,12/31/2022,1028.22
1318,7512,DNSCHECK617,12/30/2022,12/4/2022,1327.25
1319,5751,DNSCHECK785,3/8/2023,2/16/2023,667.99
1320,9299,DNSCHECK506,12/2/2022,11/5/2022,545.72
1321,3215,DNSCHECK350,1/28/2023,1/8/2023,302.63
1322,3323,DNSCHECK344,3/20/2023,2/26/2023,36.41
1323,6420,DNSCHECK445,3/31/2024,3/3/2024,327.13
1324,4000,DNSCHECK714,5/16/2023,4/26/2023,788.94
1325,3921,DNSCHECK654,4/11/2023,3/15/2023,1042.13
1326,8901,DNSCHECK481,11/8/2022,10/17/2022,149.17
1327,3625,DNSCHECK362,12/18/2022,11/22/2022,38.26
1328,2899,DNSCHECK406,3/19/2023,2/21/2023,327.87
1329,6977,DNSCHECK526,1/15/2023,12/16/2022,551.68
1330,9584,DNSCHECK655,10/13/2023,9/13/2023,645.45
1331,9420,DNSCHECK324,2/15/2023,1/24/2023,914.98
1332,4290,DNSCHECK456,3/17/2023,2/21/2023,1419.5
1333,8561,DNSCHECK524,3/26/2023,3/6/2023,290.87
1334,7095,DNSCHECK760,2/28/2023,1/30/2023,340.55
1335,498,DNSCHECK471,2/16/2023,1/19/2023,1531.83
1336,9311,DNSCHECK387,11/25/2022,11/2/2022,635.11
1337,7108,DNSCHECK563,11/12/2022,10/20/2022,718.36
1338,4009,DNSCHECK362,1/16/2023,12/27/2022,862.65
1339,6886,DNSCHECK334,12/18/2022,11/24/2022,32.31
1340,937,DNSCHECK774,9/21/2022,8/27/2022,509.92
1341,7404,DNSCHECK514,10/26/2022,10/3/2022,348.2
1342,7691,DNSCHECK376,1/9/2023,12/17/2022,567.83
1343,4794,DNSCHECK402,1/1/2023,12/11/2022,321.63
1344,6102,DNSCHECK340,1/9/2023,12/15/2022,701.05
1345,6736,DNSCHECK466,2/28/2023,2/3/2023,853.75
1346,3350,DNSCHECK360,3/24/2024,3/4/2024,1168.33
1347,3370,DNSCHECK686,4/1/2023,3/12/2023,531.43
1348,1149,DNSCHECK471,3/7/2024,2/10/2024,840.07
1349,7532,DNSCHECK718,3/2/2023,2/3/2023,702.9
1350,6514,DNSCHECK781,1/3/2023,12/6/2022,333.52
1351,4881,DNSCHECK516,1/29/2023,12/31/2022,1481.83
1352,2978,DNSCHECK765,9/5/2022,8/15/2022,292.18
1353,5536,DNSCHECK592,8/23/2022,7/25/2022,538.5
1354,7226,DNSCHECK417,11/16/2022,10/27/2022,468.26
1355,7978,DNSCHECK702,11/26/2022,11/1/2022,955.85
1356,8548,DNSCHECK477,12/6/2022,11/12/2022,1116.06
1357,2669,DNSCHECK644,12/15/2022,11/21/2022,804.02
1358,6702,DNSCHECK495,11/13/2022,10/21/2022,670.09
1359,8188,DNSCHECK366,10/13/2022,9/16/2022,195.1
1360,3000,DNSCHECK571,9/4/2022,8/14/2022,681.19
1361,6879,DNSCHECK300,9/6/2023,8/7/2023,414.5
1362,8517,DNSCHECK401,11/27/2022,11/6/2022,418.16
1363,8369,DNSCHECK762,5/15/2023,4/18/2023,361.97
1364,1204,DNSCHECK660,12/31/2022,12/11/2022,202.23
1365,4829,DNSCHECK532,11/20/2022,10/31/2022,572.65
1366,6316,DNSCHECK644,12/21/2022,11/24/2022,783.89
1367,8812,DNSCHECK774,1/1/2023,12/12/2022,339.74
1368,4479,DNSCHECK410,12/13/2022,11/20/2022,995.6
1369,761,DNSCHECK300,12/16/2022,11/23/2022,748.54
1370,6708,DNSCHECK528,11/5/2022,10/7/2022,756.88
1371,2110,DNSCHECK635,9/8/2022,8/18/2022,1395.71
1372,474,DNSCHECK332,12/22/2022,11/30/2022,134.4
1373,5070,DNSCHECK377,12/25/2022,11/27/2022,1522.25
1374,8233,DNSCHECK342,11/14/2022,10/25/2022,537.7
1375,3407,DNSCHECK521,11/18/2022,10/22/2022,11.24
1376,8595,DNSCHECK427,9/23/2022,8/25/2022,5.78
1377,2355,DNSCHECK416,6/27/2023,5/28/2023,803.49
1378,1481,DNSCHECK650,3/5/2023,2/9/2023,596.84
1379,4631,DNSCHECK566,1/17/2023,12/24/2022,547.86
1380,5453,DNSCHECK467,2/28/2023,1/31/2023,821.67
1381,1427,DNSCHECK372,8/1/2023,7/8/2023,796.41
1382,5598,DNSCHECK616,9/3/2023,8/4/2023,218.25
1383,913,DNSCHECK598,1/30/2023,1/5/2023,1437.47
1384,7052,DNSCHECK430,2/7/2023,1/9/2023,708.06
1385,293,DNSCHECK756,9/14/2022,8/19/2022,419.93
1386,3185,DNSCHECK389,12/20/2023,11/22/2023,401.86
1387,6018,DNSCHECK665,7/12/2023,6/21/2023,1564.41
1388,8737,DNSCHECK344,3/30/2024,3/1/2024,597.25
1389,6540,DNSCHECK439,5/29/2024,5/2/2024,1702.85
1390,316,DNSCHECK426,1/8/2024,12/17/2023,218.96
1391,6052,DNSCHECK443,4/12/2023,3/19/2023,930.1
1392,3207,DNSCHECK679,10/3/2023,9/4/2023,99.38
1393,7478,DNSCHECK351,1/16/2023,12/23/2022,38.93
1394,8727,DNSCHECK613,12/31/2022,12/2/2022,740.16
1395,5763,DNSCHECK312,12/30/2022,11/30/2022,472.82
1396,366,DNSCHECK381,9/19/2022,8/30/2022,1201.89
1397,7912,DNSCHECK689,10/18/2022,9/22/2022,518.98
1398,5324,DNSCHECK607,12/23/2022,11/27/2022,288.79
1399,3651,DNSCHECK672,5/31/2023,5/7/2023,464.54
1400,7403,DNSCHECK403,10/23/2022,9/29/2022,48.69
1401,5622,DNSCHECK737,1/16/2023,12/17/2022,205.03
1402,7873,DNSCHECK603,10/28/2022,10/4/2022,778.66
1403,1785,DNSCHECK505,1/9/2023,12/10/2022,31.05
1404,7861,DNSCHECK708,3/28/2023,3/1/2023,1036
1405,1698,DNSCHECK451,12/31/2023,12/9/2023,346.51
1406,6030,DNSCHECK586,3/22/2023,2/24/2023,1247.94
1407,1854,DNSCHECK616,10/8/2023,9/15/2023,1569.12
1408,6324,DNSCHECK526,3/31/2024,3/8/2024,1385.66
1409,9246,DNSCHECK412,5/13/2023,4/23/2023,1196.55
1410,7994,DNSCHECK385,11/28/2022,11/5/2022,1565.91
1411,3356,DNSCHECK581,4/4/2023,3/12/2023,879.86
1412,8441,DNSCHECK611,3/2/2023,2/2/2023,559.39
1413,3758,DNSCHECK415,12/22/2022,11/28/2022,700.71
1414,2660,DNSCHECK383,12/25/2022,12/2/2022,499.38
1415,9568,DNSCHECK687,2/14/2023,1/24/2023,5.62
1416,8545,DNSCHECK635,10/3/2022,9/4/2022,101.62
1417,2029,DNSCHECK707,12/19/2022,11/23/2022,197.6
1418,4980,DNSCHECK722,3/3/2023,2/5/2023,227.39
1419,5257,DNSCHECK609,12/12/2023,11/13/2023,765.91
1420,4220,DNSCHECK309,5/8/2023,4/9/2023,342.41
1421,9456,DNSCHECK339,3/30/2023,2/28/2023,445.77
1422,9515,DNSCHECK724,3/14/2024,2/23/2024,139.33
1423,1544,DNSCHECK341,5/21/2023,4/29/2023,111.87
1424,6873,DNSCHECK399,11/14/2022,10/20/2022,608.08
1425,7553,DNSCHECK520,12/11/2022,11/12/2022,624.89
1426,1714,DNSCHECK644,12/10/2022,11/20/2022,943.96
1427,2478,DNSCHECK454,2/11/2023,1/16/2023,386.36
1428,1155,DNSCHECK551,12/9/2022,11/19/2022,1005.95
1429,3362,DNSCHECK432,10/2/2022,9/7/2022,1121.86
1430,7002,DNSCHECK348,1/18/2023,12/20/2022,84.36
1431,1477,DNSCHECK662,10/2/2023,9/2/2023,9.57
1432,2191,DNSCHECK784,9/7/2022,8/18/2022,799.32
1433,3395,DNSCHECK468,12/23/2022,11/29/2022,871.35
1434,541,DNSCHECK593,12/28/2022,11/30/2022,1183.95
1435,8807,DNSCHECK504,2/24/2023,2/3/2023,391.47
1436,6328,DNSCHECK326,8/11/2022,7/14/2022,292.35
1437,9065,DNSCHECK325,12/10/2022,11/11/2022,507.17
1438,8870,DNSCHECK560,10/20/2022,9/22/2022,403.53
1439,3225,DNSCHECK400,10/15/2022,9/15/2022,630.25
1440,6938,DNSCHECK598,12/18/2022,11/20/2022,1507.5
1441,1349,DNSCHECK483,11/17/2023,10/24/2023,308.74
1442,420,DNSCHECK611,1/18/2023,12/24/2022,124.33
1443,6929,DNSCHECK753,12/11/2022,11/16/2022,702.06
1444,3654,DNSCHECK565,6/12/2023,5/14/2023,987.92
1445,8210,DNSCHECK350,6/10/2023,5/20/2023,7.19
1446,9573,DNSCHECK570,12/24/2022,11/26/2022,254.71
1447,9079,DNSCHECK319,1/6/2023,12/10/2022,127.5
1448,4169,DNSCHECK794,4/12/2023,3/15/2023,1384.66
1449,564,DNSCHECK704,11/24/2022,11/3/2022,1603.6
1450,8857,DNSCHECK457,11/1/2022,10/10/2022,884.07
1451,1771,DNSCHECK654,9/20/2022,8/26/2022,1215.34
1452,4717,DNSCHECK524,8/14/2022,7/22/2022,798.12
1453,316,DNSCHECK476,12/6/2022,11/14/2022,1047.65
1454,7628,DNSCHECK610,1/2/2023,12/6/2022,329.47
1455,3712,DNSCHECK638,10/19/2022,9/26/2022,252.3
1456,611,DNSCHECK472,1/5/2023,12/7/2022,1496.44
1457,4809,DNSCHECK772,9/8/2022,8/9/2022,1540.4
1458,4835,DNSCHECK421,9/25/2022,9/1/2022,855.62
1459,8086,DNSCHECK558,12/26/2022,12/2/2022,732.03
1460,1334,DNSCHECK721,10/30/2023,9/30/2023,801.82
1461,4218,DNSCHECK549,1/6/2023,12/11/2022,973.98
1462,8145,DNSCHECK756,3/16/2023,2/22/2023,102.31
1463,6888,DNSCHECK421,11/23/2022,10/24/2022,51.01
1464,6953,DNSCHECK672,12/15/2022,11/21/2022,1168.01
1465,3226,DNSCHECK431,10/6/2022,9/10/2022,634.35
1466,9029,DNSCHECK577,7/30/2022,6/30/2022,149.18
1467,1631,DNSCHECK377,2/6/2023,1/15/2023,1668.02
1468,367,DNSCHECK490,7/4/2023,6/6/2023,49.29
1469,1329,DNSCHECK648,11/13/2022,10/15/2022,1223.94
1470,6812,DNSCHECK719,7/22/2022,7/2/2022,687.74
1471,8807,DNSCHECK397,4/6/2023,3/17/2023,138.25
1472,727,DNSCHECK465,3/19/2023,2/27/2023,1564.27
1473,3622,DNSCHECK689,12/25/2022,11/27/2022,698.07
1474,4624,DNSCHECK548,12/22/2022,11/30/2022,732.31
1475,164,DNSCHECK573,10/15/2022,9/22/2022,869.41
1476,8224,DNSCHECK775,1/1/2023,12/5/2022,596.89
1477,3400,DNSCHECK386,3/18/2023,2/18/2023,244.64
1478,5856,DNSCHECK306,1/28/2023,12/31/2022,1392.13
1479,8322,DNSCHECK659,2/18/2023,1/19/2023,187.58
1480,2394,DNSCHECK430,11/21/2022,10/28/2022,575.86
1481,6261,DNSCHECK574,12/26/2022,12/4/2022,201.42
1482,9179,DNSCHECK374,11/14/2023,10/23/2023,730.9
1483,5458,DNSCHECK606,10/27/2022,9/30/2022,592.01
1484,6224,DNSCHECK656,1/5/2023,12/8/2022,517.66
1485,1744,DNSCHECK489,10/7/2022,9/9/2022,735.95
1486,3113,DNSCHECK526,3/13/2023,2/13/2023,394.59
1487,7141,DNSCHECK710,2/20/2023,1/21/2023,360.25
1488,1076,DNSCHECK799,5/1/2023,4/7/2023,127.89
1489,8425,DNSCHECK368,4/17/2023,3/21/2023,155.88
1490,3691,DNSCHECK409,1/10/2023,12/21/2022,762.87
1491,6940,DNSCHECK655,2/25/2023,1/30/2023,575.42
1492,3779,DNSCHECK739,12/8/2022,11/18/2022,431.74
1493,2988,DNSCHECK414,12/23/2022,11/29/2022,897.16
1494,3634,DNSCHECK787,10/26/2022,9/29/2022,314.28
1495,3980,DNSCHECK773,12/17/2022,11/20/2022,13.98
1496,114,DNSCHECK660,12/25/2022,11/29/2022,873.54
1497,5522,DNSCHECK339,11/20/2022,10/28/2022,429.98
1498,352,DNSCHECK495,11/30/2022,11/4/2022,1190.36
1499,3837,DNSCHECK588,5/2/2024,4/2/2024,474.57
1500,9024,DNSCHECK515,12/11/2022,11/14/2022,706.04
1501,2804,DNSCHECK515,10/28/2022,9/28/2022,318.29
1502,1591,DNSCHECK403,5/28/2023,5/5/2023,372.64
1503,759,DNSCHECK414,3/23/2023,2/23/2023,457.72
1504,1339,DNSCHECK478,3/6/2024,2/9/2024,47.66
1505,8929,DNSCHECK515,2/18/2023,1/22/2023,1091.64
1506,5486,DNSCHECK692,12/29/2022,12/8/2022,513.79
1507,837,DNSCHECK731,8/21/2023,7/26/2023,452.51
1508,8464,DNSCHECK528,6/22/2023,5/24/2023,861.59
1509,6690,DNSCHECK698,12/19/2022,11/23/2022,44.42
1510,1512,DNSCHECK368,1/26/2023,1/3/2023,1599.7
1511,2294,DNSCHECK550,10/18/2022,9/24/2022,159.73
1512,1154,DNSCHECK608,10/5/2022,9/7/2022,688.12
1513,5711,DNSCHECK326,9/22/2022,8/28/2022,1090.77
1514,7647,DNSCHECK692,6/21/2023,5/27/2023,419.63
1515,8207,DNSCHECK312,12/26/2023,11/27/2023,69.46
1516,6933,DNSCHECK630,6/30/2023,6/9/2023,472.37
1517,4136,DNSCHECK571,11/28/2022,11/4/2022,1009.76
1518,9219,DNSCHECK451,10/2/2023,9/5/2023,913.53
1519,3691,DNSCHECK723,12/1/2022,11/4/2022,93.33
1520,650,DNSCHECK652,7/31/2022,7/4/2022,831.94
1521,8627,DNSCHECK639,12/15/2022,11/20/2022,164.49
1522,2531,DNSCHECK695,2/21/2023,1/30/2023,715.87
